enabled,name,type,location_hint,direct_url,direct_url_2,direct_url_3,direct_url_4,direct_url_5,direct_url_6,direct_url_7,direct_url_8,direct_url_9,direct_url_10,linkedin_jobs_url,hellowork_jobs_url,indeed_jobs_url,welcome_jobs_url,extra_keywords,url_status,url_note,checked_on
yes,SORIN CRM SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=SORIN+CRM+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Clamart%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=SORIN+CRM+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Clamart%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=SORIN+CRM+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Clamart%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=SORIN+CRM+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Clamart%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Clamart; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,CANON MEDICAL SYSTEMS FRANCE,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=CANON+MEDICAL+SYSTEMS+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Suresnes%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=CANON+MEDICAL+SYSTEMS+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Suresnes%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=CANON+MEDICAL+SYSTEMS+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Suresnes%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=CANON+MEDICAL+SYSTEMS+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Suresnes%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Suresnes; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,DRÄGER FRANCE SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=DR%C3%84GER+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ANTONY+Cedex%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=DR%C3%84GER+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ANTONY+Cedex%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=DR%C3%84GER+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ANTONY+Cedex%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=DR%C3%84GER+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ANTONY+Cedex%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville ANTONY Cedex, ingénieur R&D, dispositif médical, innovation médicale, ville ANTONY",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,DBV TECHNOLOGIES,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=DBV+TECHNOLOGIES+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montrouge%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=DBV+TECHNOLOGIES+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montrouge%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=DBV+TECHNOLOGIES+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montrouge%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=DBV+TECHNOLOGIES+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montrouge%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville Montrouge, ingénieur R&D, dispositif médical, innovation médicale, ville MONTROUGE, ville CHATILLON",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,IMPLICITY,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=IMPLICITY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montrouge%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=IMPLICITY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montrouge%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=IMPLICITY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montrouge%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=IMPLICITY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montrouge%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville Montrouge, ingénieur R&D, dispositif médical, innovation médicale, ville PARIS 1, ville PARIS",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,MICROPORT CRM FRANCE SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=MICROPORT+CRM+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Clamart%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=MICROPORT+CRM+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Clamart%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=MICROPORT+CRM+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Clamart%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=MICROPORT+CRM+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Clamart%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville Clamart, ingénieur R&D, dispositif médical, innovation médicale, ville CLAMART",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,WITHINGS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=WITHINGS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Issy-Les-Moulineaux%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=WITHINGS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Issy-Les-Moulineaux%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=WITHINGS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Issy-Les-Moulineaux%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=WITHINGS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Issy-Les-Moulineaux%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville Issy-Les-Moulineaux, ingénieur R&D, dispositif médical, innovation médicale, ville ISSY-LES-MOULINEAUX",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,SHOCKWAVE MEDICAL FRANCE,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=SHOCKWAVE+MEDICAL+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Levallois-Perret%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=SHOCKWAVE+MEDICAL+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Levallois-Perret%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=SHOCKWAVE+MEDICAL+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Levallois-Perret%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=SHOCKWAVE+MEDICAL+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Levallois-Perret%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville Levallois-Perret, ingénieur R&D, dispositif médical, innovation médicale, ville LEVALLOIS-PERRET, ville PARIS 16, ville PARIS",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,STAGO BIOCARE,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=STAGO+BIOCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ASNIERES+SUR+SEINE%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=STAGO+BIOCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ASNIERES+SUR+SEINE%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=STAGO+BIOCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ASNIERES+SUR+SEINE%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=STAGO+BIOCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ASNIERES+SUR+SEINE%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville ASNIERES SUR SEINE; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,MINDRAY MEDICAL FRANCE SARL,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=MINDRAY+MEDICAL+FRANCE+SARL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux+de+diagnostic+in+vitro%2CDispositifs+m%C3%A9dicaux%3B+ville+CRETEIL%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=MINDRAY+MEDICAL+FRANCE+SARL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux+de+diagnostic+in+vitro%2CDispositifs+m%C3%A9dicaux%3B+ville+CRETEIL%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=MINDRAY+MEDICAL+FRANCE+SARL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux+de+diagnostic+in+vitro%2CDispositifs+m%C3%A9dicaux%3B+ville+CRETEIL%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=MINDRAY+MEDICAL+FRANCE+SARL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux+de+diagnostic+in+vitro%2CDispositifs+m%C3%A9dicaux%3B+ville+CRETEIL%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux de diagnostic in vitro, Dispositifs médicaux, ville CRETEIL, ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,SENSOME,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=SENSOME+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Massy%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=SENSOME+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Massy%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=SENSOME+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Massy%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=SENSOME+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Massy%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Massy; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,SAFE ORTHOPAEDICS SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=SAFE+ORTHOPAEDICS+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ERAGNY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=SAFE+ORTHOPAEDICS+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ERAGNY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=SAFE+ORTHOPAEDICS+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ERAGNY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=SAFE+ORTHOPAEDICS+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ERAGNY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville ERAGNY, ingénieur R&D, dispositif médical, innovation médicale, ville ERAGNY SUR OISE",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,DIABNEXT SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=DIABNEXT+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Versailles%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=DIABNEXT+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Versailles%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=DIABNEXT+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Versailles%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=DIABNEXT+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Versailles%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Versailles; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,FUJIFILM FRANCE SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=FUJIFILM+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montigny+Le+Bretonneux%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=FUJIFILM+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montigny+Le+Bretonneux%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=FUJIFILM+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montigny+Le+Bretonneux%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=FUJIFILM+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Montigny+Le+Bretonneux%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Montigny Le Bretonneux; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,NOVOCURE FRANCE SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=NOVOCURE+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=NOVOCURE+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=NOVOCURE+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=NOVOCURE+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville Paris, ingénieur R&D, dispositif médical, innovation médicale, ville BOULOGNE-BILLANCOURT",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,TILAK HEALTHCARE,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=TILAK+HEALTHCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=TILAK+HEALTHCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=TILAK+HEALTHCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=TILAK+HEALTHCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville PARIS, ingénieur R&D, dispositif médical, innovation médicale, ville PARIS 12",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,VIMS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=VIMS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=VIMS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=VIMS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=VIMS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville PARIS; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,AVATAR MEDICAL,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=AVATAR+MEDICAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=AVATAR+MEDICAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=AVATAR+MEDICAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=AVATAR+MEDICAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Paris; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
